Date Started,Who am I,Rating,Was your issue resolved,Comments,Who worked on your issue
3/24/2017,Buyer,5,Yes,Excellent - Thorough trouble shooting/problem solving capabilities,"Tiffany, Specialist"
3/24/2017,Buyer,5,Yes,Tiffany helped me identify where the issues were coming from in regards to my inquiry. She was very helpful and professional. My problems were handled.,"Tiffany, Specialist"
3/24/2017,Buyer,5,Yes,"She was very pleasant. While I was on the phone, she confirmed there was an issue and followed up with a phone call the next day to let me it was fixed.  It annoys me when a help desk just takes my information and I don't know if it's my computer or the s","Lakeia, Specialist"
3/24/2017,Vendor,5,No,Pending re-instatment,"Thomas, Specialist"
3/24/2017,Vendor,5,Yes,Very patient and knowledgeable,"NaSandra, Lead"
3/24/2017,Vendor,5,Yes,Tiffany was friendly and helpful,"Tiffany, Specialist"
3/24/2017,Vendor,5,Yes,Very helpful and pleasant Customer Care specialist. I don't remember her name but I do remember the experience.,"Natasha, Specialist"
3/24/2017,Vendor,5,Yes,She was patient and pleasant.,"Lakeia, Specialist"
3/24/2017,Vendor,5,Yes,eVA Customer Care representative was patient and very helpful in resolving my issue.,"Lakeia, Specialist"
3/24/2017,Vendor,5,Yes,"Prompt service and response to questions. Knowledgeable, spoke clearly, offered additional assistance. Overall, great customer care rep!","Joann, Specialist"
3/24/2017,Vendor,5,Yes,"I was really surprised to get a call from EVA. Maybe I did not read the fine print, but fortunately I answer all calls to my phone. The help was great but I may not have answered the call because I was not expecting a call, but was expecting an email.","Jennifer, Specialist"
3/24/2017,Vendor,5,Yes,"My Customer Care rep was patient, nice and offered to stay on the line until the process was completed.  I was very happy with her friendly tone and polite manners.","Jennifer, Specialist"
3/24/2017,Vendor,5,Yes,Very helpful in in helping me update contact and add user.,"Jennifer, Specialist"
3/24/2017,Vendor,5,Yes,"Lakeia was great!! - She resolved my issue fast and professionally. I had to call a second time due to an error on my part. Again, handled it with ease. I wish all Customer Care Specialist were like Lakeia. THANK YOU VERY VERY MUCH!!

-Nicole Reed","Lakeia, Specialist"
3/23/2017,Vendor,5,Yes,[No Answer Entered],"Jennifer, Specialist"
3/23/2017,Buyer,5,Yes,[No Answer Entered],"Natasha, Specialist"
3/23/2017,SWaM,5,Yes,[No Answer Entered],"Natasha, Specialist"
3/23/2017,Buyer,5,Yes,[No Answer Entered],"Ruben, Specialist"
3/23/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
3/23/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
3/23/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
3/23/2017,Vendor,5,Yes,[No Answer Entered],"NaSandra, Lead"
3/23/2017,Vendor,5,Yes,[No Answer Entered],"Thomas, Specialist"
3/23/2017,Buyer,2,No,Did not resolve my problem..could not find the issue.  Told to wait and see if it happens again and call back.,"Ruben, Specialist"
3/23/2017,Buyer,4,Yes,Took a little while but the problem was fixed.,"Lakeia, Specialist"
3/23/2017,Other,5,Yes,Great!,"Natasha, Specialist"
3/23/2017,Other,5,Yes,I had a quick response and quick resolution to our problem.,"Teresa, Lead"
3/23/2017,Other,5,Yes,Ruben and Thomas are always quick on the uptake and helpful.,"Ruben, Specialist"
3/23/2017,Buyer,5,No,eVa Customer Care Team member was very polite and directed me to person that could help with problem.,"Jennifer, Specialist"
3/23/2017,Buyer,5,Yes,"EXCELLENT JOB.  SHE CALL BACK AND CHECK ON US
SHE STAY ON THE PHONE WITH US GUIDING US THROUGH VCE BUSINESS CARD SYSTEM
PUNCHOUT  FOR BUSINESS CARDS  WE DID NOT KNOW ALL ABOUT IT TO USED IT FOR THE ORDER.   THANKS SO MUCH","NaSandra, Lead"
3/23/2017,Buyer,5,Yes,"Both individuals I talked today was very awesome.  Friendly and very knowledgeable,","NaSandra, Lead"
3/23/2017,Buyer,5,Yes,"Lakeia reviewed my email request and contacted me right away. She was able to provide me the details of my request and get my issue resolved, promptly.","Lakeia, Specialist"
3/23/2017,Buyer,5,Yes,I received an email that gave me the steps to correct the issue. It was followed up by a very nice phone call,"Natasha, Specialist"
3/23/2017,Buyer,5,Yes,Customer Service Representative was helpful and informative.  She gave me further information to resolve my issue even though she could not assist with the problem itself.,"Natasha, Specialist"
3/23/2017,Buyer,5,Yes,"As usual, Natasha was very professional and thorough.","Natasha, Specialist"
3/23/2017,Buyer,5,Yes,"Both individuals I talked today was very awesome.  Friendly and very knowledgeable,","Joann, Specialist"
3/23/2017,Vendor,5,Yes,Response was FAST!,"Natasha, Specialist"
3/23/2017,Vendor,5,Yes,very helpful.,"Lakeia, Specialist"
3/23/2017,Vendor,5,Yes,very helpful customer service. Thank you!,"Jennifer, Specialist"
3/23/2017,Vendor,5,Yes,"Teresa and Lekeia were both extremely patient and polite. I wasn't expecting a ture follow up call, but as promised Teresa called the next day with the findings of my open ticket. Thanks EVA staff.","Teresa, Lead"
3/23/2017,Vendor,5,Yes,Great job and answered all my questions.,"NaSandra, Lead"
3/23/2017,Vendor,5,Yes,Very helpful,"Lakeia, Specialist"
3/23/2017,Vendor,5,Yes,Thank you very much Natasha for your assistance! I find very kind from your part to call me bacl and let me know what is going on with my application!,"Natasha, Specialist"
3/22/2017,Vendor,5,Yes,[No Answer Entered],"Natasha, Specialist"
3/22/2017,Vendor,5,Yes,[No Answer Entered],"Ruben, Specialist"
3/22/2017,Other,5,Yes,[No Answer Entered],"Lakeia, Specialist"
3/22/2017,SWaM,5,Yes,[No Answer Entered],"Lakeia, Specialist"
3/22/2017,SWaM,5,Yes,[No Answer Entered],"Ruben, Specialist"
3/22/2017,Buyer,5,Yes,[No Answer Entered],"Ruben, Specialist"
3/22/2017,Buyer,5,Yes,[No Answer Entered],"Natasha, Specialist"
3/22/2017,Vendor,5,Yes,[No Answer Entered],"Ruben, Specialist"
3/22/2017,Vendor,5,Yes,[No Answer Entered],"Natasha, Specialist"
3/22/2017,Other,5,Yes,Natasha was very helpful.   It would be good if I only contruction site work projects within 60 miles.,"Natasha, Specialist"
3/22/2017,Buyer,5,Yes,"During the process, Ruben informed me that the issue would be updated by Monday.  He also called back on Monday to let me know that the update was complete.","Ruben, Specialist"
3/22/2017,Buyer,5,Yes,The lady I spoke with was very helpful! I called at approximately 2:50p.m. on 3/22/17.,"Joann, Specialist"
3/22/2017,Buyer,5,Yes,"Awesome customer service, very helpful and friendly","Joann, Specialist"
3/22/2017,Vendor,5,Yes,Polite and knowledgeable.,"Ruben, Specialist"
3/22/2017,Vendor,5,Yes,"Very kind, professional and helpful.  Thank You!","Ruben, Specialist"
3/22/2017,Vendor,5,Yes,sent new password quickly.  no problems,"Ruben, Specialist"
3/22/2017,Vendor,5,Yes,Quick and Easy,"Ruben, Specialist"
3/22/2017,Vendor,5,Yes,"outstanding customer support, great listener!","Ruben, Specialist"
3/22/2017,Vendor,5,Yes,Customer service is always very quick to respond and very helpful. Thank you!,"Natasha, Specialist"
3/22/2017,Vendor,5,Yes,"Very good service from your representative.  Very knowledgeable, professional and friendly.  Thanks.","Natasha, Specialist"
3/22/2017,Vendor,5,Yes,Natasha was very helpful in identifying a solution to my contact user related issue.,"Natasha, Specialist"
3/22/2017,Vendor,5,Yes,Very helpful and answered all of my questions.,"Natasha, Specialist"
3/22/2017,Vendor,5,Yes,"The young lady was very knowledgeable, was a huge help, very personable,","Natasha, Specialist"
3/22/2017,Vendor,5,Yes,"Try to called the number on the web but it can not be reached from Canada. A bit of hassle to look other phone number online. When calling, the customer service helped a lot . Great customer service.","Lakeia, Specialist"
3/22/2017,Vendor,5,Yes,"Thank you for your patience! I apologize, but I forgot the name of the specialist that helped me but you know who you are!","Lakeia, Specialist"
3/22/2017,Vendor,5,Yes,"outstanding service, knowledgeable and straight forward - you should hire individuals such as her","Joann, Specialist"
3/21/2017,Vendor,5,Yes,[No Answer Entered],"Natasha, Specialist"
3/21/2017,Vendor,5,Yes,[No Answer Entered],"Thomas, Specialist"
3/21/2017,Other,5,Yes,[No Answer Entered],"Ruben, Specialist"
3/21/2017,Vendor,5,Yes,[No Answer Entered],"Joann, Specialist"
3/21/2017,Vendor,5,Yes,[No Answer Entered],"Jennifer, Specialist"
3/21/2017,Vendor,1,Yes,He was very helpful and very patient with me.  I won't hesitate to call on your agency again.,"Ruben, Specialist"
3/21/2017,Buyer,3,Yes,I had to call my eVA Customer Care executive to tell me what to do.,"Thomas, Specialist"
3/21/2017,Buyer,5,Yes,Excellent service as always!,Do not remember
3/21/2017,Buyer,5,Yes,Very helpful and taught me something new!  Thanks!,"Thomas, Specialist"
3/21/2017,Buyer,5,Yes,Excellent Customer Service very friendly and professional,"Ruben, Specialist"
3/21/2017,Buyer,5,Yes,Excellent service. Look forward to learning more from eVA Customer Care.,"Lakeia, Specialist"
3/21/2017,Buyer,5,Yes,"With the advice from eVA customare care, I was able to resolve my issue.","Natasha, Specialist"
3/21/2017,Buyer,5,Yes,"I couldn't have asked for any better service than I received from your employee.  Extremely polite and helpful.  Also, made sure it was operating properly before hanging up with me.","Jennifer, Specialist"
3/21/2017,Buyer,5,Yes,"Very knowledgeable, friendly, detailed and was available to walk through each step.","Jennifer, Specialist"
3/21/2017,Vendor,5,No,just starting out with the catalog process.,"Thomas, Specialist"
3/21/2017,Vendor,5,Yes,"Customer Service was able to connect me to the Billing Manager. I had previously been leaving messages, at the designated VM system for weeks. 
I was VERY thankful for the assistance. It was a male that helped me, but I don't remember his name.",Do not remember
3/21/2017,Vendor,5,Yes,nice job. very helpful and polite,"Thomas, Specialist"
3/21/2017,Vendor,5,Yes,I was assisted right away. Representative was very friendly and happy to help. Great Customer Service! I believe it was Rueben who helped me.,"Ruben, Specialist"
3/21/2017,Vendor,5,Yes,Natasha was incredibly helpful.  I will ask for her by name if I ever need to call again.,"Natasha, Specialist"
3/21/2017,Vendor,5,Yes,Natasha was very professional and most helpful.,"Natasha, Specialist"
3/21/2017,Vendor,5,Yes,VERY VERY NICE AND HELPFUL,"Natasha, Specialist"
3/21/2017,Vendor,5,Yes,The customer care person was very pleasant and cooperative.,"Lakeia, Specialist"
3/21/2017,Vendor,5,Yes,Excellent support and knowledge from customer care.,"Lakeia, Specialist"
3/21/2017,Vendor,5,Yes,"Very helpful, very friendly, excellent service","Lakeia, Specialist"
3/21/2017,Vendor,5,Yes,Great customer service! Very understanding patient and helpful.,"Jennifer, Specialist"
3/21/2017,Vendor,5,Yes,Very nice and helpful.,"Natasha, Specialist"
3/21/2017,Vendor,5,Yes,Thank you for your assistance!,"Joann, Specialist"
3/21/2017,Vendor,5,Yes,Natasha was great!,"Natasha, Specialist"
3/21/2017,Vendor,5,No,Problem turned out be on the Ariba network side.,"Joann, Specialist"
3/20/2017, Vendor,5,Yes,[No Answer Entered],"Lakeia, Specialist"
3/20/2017, Vendor,5,Yes,[No Answer Entered],"Lakeia, Specialist"
3/20/2017, Vendor,5,Yes,[No Answer Entered],"Lakeia, Specialist"
3/20/2017, Buyer,4,Yes,Khai Wisler was a big help in getting my issue resolved successfully.,"Thomas, Specialist"
3/20/2017, Vendor,4,No,Failed to tell me eVA is a taxing system state requirement basically for Virginia. That of which customers from Virginia who buy from sci-quest(jagger) have to forward invoices through eVA so that vendors get taxed 1%.,"Thomas, Specialist"
3/20/2017, Vendor,4,No,I was not listed as an authorized user so was not able to resolve at the time but waiting for the authorized user to get with me on this.  She was very nice and helpful with what she was allowed to tell me.,"Natasha, Specialist"
3/20/2017, Buyer,5,Yes,"There was no hold time, was able to speak with representative right away. The rep was knowledgeable and helpful.","Lakeia, Specialist"
3/20/2017, Buyer,5,Yes,The customer service I received was indeed excellent.  I am a busy Regional Principal.  The assistance is most appreciated.,"Thomas, Specialist"
3/20/2017, Buyer,5,Yes,Quick turnaround to contacting them. The service was excellent.,"Lakeia, Specialist"
