Date Started,Who am I,Rating for Cust Care,Was your issue resolved?,Contact Customer?,Comments about Customer Care,Rating for eVA,Comments about eVA Overall,Who worked on your issue
8/19/2019,Vendor,5,Yes,No,Person who called was fantastic -- very nice and answered all my questions.  She was quick to respond after my email for help.,5,[No Answer Entered],"Portia, Specialist"
8/19/2019,Vendor,5,Yes,No,She was very helpful and professional and I wish I could remember her name. I am so sorry.,5,[No Answer Entered],"Portia, Specialist"
8/19/2019,SWaM (SBSD),3,No,Yes,Sill need help with eVA number,2,[No Answer Entered],"Devyonne, Specialist"
8/19/2019,SWaM (SBSD),2,No,Yes,eVA number not right,2,I need some one to fine the correct number,"Devyonne, Specialist"
8/19/2019,Vendor,1,No,Yes,"This is George Miller / Miller Hauling I want need you to send a email to CMiller7559@gmail.com with my USERNAME AND PASSCODE so my wife can get into our original account to sign up for snow removal. I registered twice because the system will not let us
in and was told that we have to use the very first registration and reregister to get a snow removal contract...Help time is running out and I got get my registration done they are asking if I have registered I would really like this information my ss#***-**-****",1,[No Answer Entered],"Sherry, Specialist"
8/20/2019,Vendor,5,Yes,No,The lady was very helpful and most of all very patient w me!,5,same as above,"Chandra, Specialist"
8/20/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Miranda, Specialist"
8/20/2019,Buyer,5,Yes,No,EXCELLENT SERVICE AS ALWAYS,5,[No Answer Entered],"Sherry, Specialist"
8/20/2019,Buyer,5,Yes,No,Portia helped me re-access of our account after long term inactivity,5,Very professional and very helpful.,"Portia, Specialist"
8/20/2019,Buyer,5,Yes,No,Portia was very patience and kind with me.  Learning something new if always different.,5,Everything was great and totally professional. Everyone at the Customer Care Line is always polite and very helpful.,"Portia, Specialist"
8/20/2019,Vendor,3,Yes,No,"The eVA representative who helped me with my issue did correct my problem, however, her customer service was poor-as she laughed at me several times when I was trying to correct my issue with her over the phone, speaking to me in a condescending way. I did not appreciate that customer service treatment.",3,"Please provide non biased customer service including a helpful attitude toward helping the customer who is in need of assistance, instead of laughing at the customer several times.","Joann, Specialist"
8/20/2019,Buyer,5,No,No,I received the information I needed to inform a self-registered vendor as to what they need to do to resolve the issues we are in the middle of.  Always excellent service in my opinion and God bless!,5,[No Answer Entered],"Miranda, Specialist"
8/20/2019,Buyer,5,No,No,The issue has not been resolved as I type this response; but I believe that it is almost over.  Analyst spoke with lead person and vendor was given issue number 605744 for help.  It should be resolved today.  Self-registered vendor will contact as instructed.,5,I can only say that we have tried to resolve this matter for nearly 30 days and I can't complain because I've dealt with you guys for nearly four years and I have truly been blessed that this one has been the worst I've had to deal with.  I feel confident in your great level of service.  One out of thousands is not bad at all.  God bless!,"Sherry, Specialist"
8/20/2019,Vendor,5,Yes,No,Patient and Kind,5,[No Answer Entered],"Chandra, Specialist"
8/20/2019,Vendor,5,Yes,No,Very Helpful and I truly enjoyed dealing with your people.,5,[No Answer Entered],"Miranda, Specialist"
8/20/2019,Vendor,5,Yes,No,Very easy to work with extremely helpful enjoyed working with her,5,[No Answer Entered],"Chandra, Specialist"
8/21/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Miranda, Specialist"
8/21/2019,Buyer,4,Yes,No,The person who worked on this issue never identified herself.,3,It was early in the morning when I placed my call and the person that I spoke with exhibited a slight attitude in her communication with me.,"Devyonne, Specialist"
8/21/2019,Vendor,5,Yes,No,She was professional polite and knowledgeable,5,[No Answer Entered],"Miranda, Specialist"
8/21/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Miranda, Specialist"
8/21/2019,Vendor,5,Yes,No,Very patient; gave clear instructions,5,[No Answer Entered],"Devyonne, Specialist"
8/21/2019,Vendor,5,Yes,No,Lady was very helpful and nice.,5,[No Answer Entered],"Devyonne, Specialist"
8/21/2019,SWaM (SBSD),5,Yes,No,VERY CALM AND PATIENT,5,[No Answer Entered],"Portia, Specialist"
8/21/2019,Vendor,5,Yes,No,Person I spoke to was very helpful and patient. Almost no wait time to speak to someone was a new experience.,5,[No Answer Entered],"Devyonne, Specialist"
8/21/2019,Vendor,5,Yes,No,agent was very helpful,5,[No Answer Entered],"Devyonne, Specialist"
8/21/2019,Vendor,5,Yes,No,The customer service rep. was very helpful with giving me directions to the bid I was looking for. Thanks again for a great job well done.,4,All went well with the help I needed.,"Devyonne, Specialist"
8/21/2019,Buyer,5,Yes,No,I received the necessary information so that I might be able to proceed in a positive manner.  I'm grateful always for a job well done.,5,[No Answer Entered],"Miranda, Specialist"
8/22/2019,Other,5,Yes,No,Very helpful and informative for a difficult situation with one of our snow vendors.,5,"eVA can be very confusing and difficult for our snow vendors who are often computer illiterate and cannot make needed changes to their eVA accounts.  They don't understand the need for passwords so they never kept the password at account orgination.  eVA Cus Care Rep's are always helpful and considerate when we, at VDOT, call with vendors present, to get help on their behalf with their eVA accounts.","Sherry, Specialist"
8/22/2019,Buyer,5,Yes,No,Response time was very good.,5,It would be nice if the survey listed the customer care persons first name or id #.,"Miranda, Specialist"
8/22/2019,Buyer,5,Yes,No,Miranda was very helpful!,5,[No Answer Entered],"Miranda, Specialist"
8/22/2019,Vendor,5,Yes,No,EXCELLENT CUSTOMER SERVICE!,5,[No Answer Entered],"Joann, Specialist"
8/22/2019,Vendor,5,Yes,No,"After numerous phone calls to try and resolve my issue, the person that helped me today finally figured out the problem and heading me in the right direction to fix it.",5,[No Answer Entered],"Devyonne, Specialist"
8/22/2019,Vendor,5,Yes,No,EXCELLENT CUSTOMER SERVICE!,5,[No Answer Entered],"Sherry, Specialist"
8/22/2019,Vendor,5,Yes,No,Once I figured out the correct phone prompts (#s) to push. I got to the right department & the customer service person was very helpful.,4,The only thing was those phone prompts were a challenge..,"Devyonne, Specialist"
8/22/2019,Vendor,5,Yes,No,Portia was a very friendly and helpful agent.,5,[No Answer Entered],"Portia, Specialist"
8/22/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
8/22/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
8/22/2019,Vendor,5,Yes,No,The representative was professional and patient.,5,Thank you.,"Joann, Specialist"
8/22/2019,Vendor,5,No,No,Portia was very helpful and the reason I say it wasn't resolved is simply because she advised me to wait the 24 hrs for my approval on the site. Once the time has lapsed I am sure I'll find everything is good.,5,"I will say that as a speaker/performer, it is a little confusing when I first came to the site.  Most of your vendors have hard items to vend while mine is more a time and energy product.  Had to figure it out.  Hopefully I have registered properly.","Portia, Specialist"
8/22/2019,Buyer,5,Yes,No,"As always, pleasant and informative call.",5,[No Answer Entered],"Portia, Specialist"
8/22/2019,Buyer,5,Yes,No,"Sherry effectively addressed all of my questions and concerns.  She was very professional, courteous and helpful. Keep up the great work!!!!!",5,Great eVA experience,"Sherry, Specialist"
8/22/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
8/23/2019,Buyer,4,Yes,No,[No Answer Entered],4,[No Answer Entered],"Sherry, Specialist"
8/23/2019,Vendor,5,Yes,No,Great. Every knowledgeable and efficient at solving my problem and answering questions,5,[No Answer Entered],"Natasha, Lead"
8/23/2019,Vendor,3,No,Yes,[No Answer Entered],2,Also worked with Sherry.,"Sherry, Specialist"
8/23/2019,Buyer,4,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
8/23/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
8/23/2019,Vendor,5,Yes,No,[No Answer Entered],4,[No Answer Entered],"Sherry, Specialist"
8/23/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
8/23/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
8/23/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
8/23/2019,SWaM (SBSD),5,Yes,No,FAST AND QUICK THANKS,5,GREAT,"Portia, Specialist"
8/23/2019,Buyer,5,Yes,No,I don't know the name of the lady who helped me but she was very helpful and sweet!,5,[No Answer Entered],"Devyonne, Specialist"
8/23/2019,SWaM (SBSD),5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
8/23/2019,Buyer,5,No,No,My rep was great.  I answered no to being resolved because I have to check back in 24 hours,5,[No Answer Entered],"Miranda, Specialist"
8/26/2019,Vendor,5,Yes,No,GREAT,5,EVERYTHING WAS FAST AND QUICK,"Sherry, Specialist"
8/26/2019,Vendor,5,Yes,No,Customer Care was very patient and helped me resolve the issue.,4,"My experience in the past has been slow, but this time was much better!","Devyonne, Specialist"
8/26/2019,Vendor,5,Yes,No,The eVA customer care rep. was very helpful.,5,[No Answer Entered],"Joann, Specialist"
8/26/2019,Other,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Joann, Specialist"
8/26/2019,Other,5,Yes,No,Customer Care Representative was very patient with me since I am sitting in the Library - being quite in consideration of others.,5,Very helpfule,"Joann, Specialist"
8/26/2019,Other,5,Yes,No,Good.  Question was answered.,5,Good.  Question was answered.,"Sherry, Specialist"
8/26/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Joann, Specialist"
8/26/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
8/26/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
8/27/2019,Buyer,5,Yes,No,"The service I received was very professional, courteous, and quick.",5,[No Answer Entered],"Joann, Specialist"
8/27/2019,Vendor,4,No,No,Just trying to get registered for snow removal and had questions about registration expiration date and she wasn&#8217;t able to help.,3,[No Answer Entered],"Devyonne, Specialist"
8/27/2019,Vendor,5,Yes,No,My questions were answered efficiently and accurately,5,"Sorry, I don&#8217;t recall the person who helped me.","Sherry, Specialist"
8/27/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Miranda, Specialist"
8/27/2019,SWaM (SBSD),5,Yes,No,IT WAS VERY PROFESSIONAL. I GOT CLARITY AND A VIVID UNDERSTANDING.,5,VERY GOOD.,"Portia, Specialist"
8/27/2019,Buyer,5,Yes,No,Very supportive!!!  I was able to accomplish my goal with Customer Care Assistance.  It's a relief to know eVA Care Team is available to assist when needed. Definitely appreciated!!!,5,It's always been a pleasure.,"Portia, Specialist"
8/27/2019,Buyer,5,Yes,No,Thank you for your help!,5,[No Answer Entered],"Devyonne, Specialist"
8/27/2019,Vendor,5,Yes,No,very nice and prompt service.  Did not have to be on hold but for a moment.,5,[No Answer Entered],"Devyonne, Specialist"
8/27/2019,Vendor,5,Yes,No,Very helpful,5,Awesome help,"Joann, Specialist"
8/27/2019,Buyer,5,Yes,No,Joann guided me to exactly where I needed to go to find what I needed.  She was very helpful to me....thanks,5,[No Answer Entered],"Joann, Specialist"
8/27/2019,Vendor,5,Yes,No,Extremely helpful,5,Fantastic!,"Miranda, Specialist"
8/27/2019,Vendor,5,Yes,No,"Portia was very helpful.  I had a doozy of an issue, which ended up being outside the scope of eVA - and Portia directed me to the appropriate contacts and provided me with their contact info.",5,[No Answer Entered],"Portia, Specialist"
8/27/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
8/27/2019,Vendor,5,Yes,No,Excellent Services,5,Excellet,"Portia, Specialist"
8/27/2019,Vendor,1,No,No,You switched over the way vendor gets notified. I am no longer getting emails when a quick quote is posted or when bid is awarded so I can look at bid tab.,5,[No Answer Entered],"Joann, Specialist"
8/27/2019,Vendor,5,Yes,No,"Very helpful, thanks!",5,[No Answer Entered],"Joann, Specialist"
8/27/2019,Buyer,5,Yes,No,Customer Service was great,5,Everyone is always very helpful and professional,"Joann, Specialist"
8/27/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Natasha, Lead"
8/27/2019,Buyer,5,Yes,No,I received the information needed to handle my customer's request.  Thanks so much!!  Always excellent!!,5,[No Answer Entered],"Sherry, Specialist"
8/27/2019,Other,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
8/27/2019,SWaM (SBSD),5,Yes,No,Very good customer service,5,Satisfied customer,"Portia, Specialist"
